85, 10, 2274, 2373, 2317.5, 2319.6, 29.8871209721
86, 10, 2307, 2425, 2332.5, 2340.2, 33.3310665896
87, 10, 2122, 2244, 2140.0, 2156.5, 37.9848654072
88, 10, 2146, 2313, 2221.5, 2218.8, 50.6
89, 10, 2224, 2376, 2294.0, 2292.5, 40.6773892968
90, 10, 2034, 2205, 2081.5, 2095.2, 54.6402781838
91, 10, 2256, 2427, 2321.0, 2334.3, 57.5257333721
92, 10, 2286, 2411, 2331.0, 2338.0, 37.1913968546
93, 10, 2042, 2152, 2063.5, 2074.4, 30.0705836325
94, 10, 2209, 2353, 2265.0, 2269.9, 43.784586329
95, 10, 2150, 2340, 2200.0, 2222.0, 55.1216835737
96, 10, 2182, 2328, 2267.0, 2260.9, 46.6957171484
97, 10, 2306, 2433, 2329.5, 2347.2, 38.2826331383
98, 10, 2215, 2322, 2234.0, 2253.9, 38.3391444871
99, 10, 2137, 2248, 2208.5, 2204.7, 35.1170898566
