69, 10, 1913, 2016, 1928.0, 1940.6, 30.6078421324, 149986.697756
70, 10, 1871, 1966, 1909.0, 1912.5, 30.777426793, 152170.5468
71, 10, 2106, 2198, 2151.5, 2147.6, 29.5337095537, 154314.40867
72, 10, 1897, 2069, 1957.0, 1964.7, 44.1340004985, 156479.18507
73, 10, 1878, 2006, 1928.0, 1930.9, 39.5485777241, 158642.547351
74, 10, 1969, 2096, 2021.0, 2027.5, 40.1777301499, 160811.268043
75, 10, 1884, 1987, 1951.0, 1944.5, 36.5219112315, 162991.989131
76, 10, 1966, 2133, 2049.5, 2048.7, 45.9870633983, 165185.415347
77, 10, 1820, 1993, 1907.5, 1912.8, 51.9341891243, 167369.186888
78, 10, 1883, 1988, 1941.0, 1937.0, 35.9444015112, 169557.615242
79, 10, 1857, 1979, 1906.0, 1909.2, 31.4445543775, 171748.17029
80, 10, 2142, 2241, 2178.0, 2181.2, 31.5176141229, 173901.415695
81, 10, 1886, 2017, 1908.0, 1929.2, 41.3468257548, 176073.552528
82, 10, 1910, 2066, 1953.5, 1964.6, 51.1237713789, 178242.408898
83, 10, 1999, 2128, 2033.5, 2042.2, 42.4188637283, 180410.538257
84, 10, 1867, 2004, 1931.5, 1938.2, 43.6710430377, 182588.162563
85, 10, 1928, 2064, 1971.5, 1981.5, 35.6742203839, 184793.309473
86, 10, 1922, 2036, 1989.0, 1982.9, 32.107475765, 186986.319257
87, 10, 1936, 2029, 1978.0, 1981.5, 26.7553732921, 189169.56265
88, 10, 1979, 2074, 2005.5, 2012.7, 32.9060784658, 191349.173
89, 10, 1924, 2083, 1987.5, 1986.8, 43.7145284774, 193512.343228
90, 10, 2093, 2253, 2161.5, 2168.3, 42.5583129365, 195666.193807
91, 10, 1874, 1979, 1927.5, 1931.3, 32.9940903799, 197840.046904
92, 10, 2012, 2117, 2060.5, 2066.7, 35.060091272, 199998.338762
93, 10, 2085, 2155, 2102.0, 2106.3, 18.6925118697, 202154.718405
94, 10, 1960, 2081, 1990.5, 2002.6, 36.9707992881, 204337.188291
95, 10, 1915, 2007, 1942.5, 1949.2, 29.5831032855, 206502.511344
96, 10, 2106, 2184, 2150.0, 2150.3, 25.1278729701, 208656.109513
97, 10, 1917, 1991, 1961.5, 1956.3, 25.1398090685, 210845.369478
98, 10, 1864, 1960, 1888.0, 1894.8, 27.5528582909, 213023.261656
99, 10, 2012, 2112, 2060.0, 2056.3, 30.2755677073, 215194.735413
